OBJECTID *,Shape *,Join_Count,TARGET_FID,JOIN_FID,NAME,ACRE,PARK_MGNT_REGION,MANAGER,OWNER,JEFFCO_OS_LAND_STATUS,MAP_LABEL,Public_Access,ADDRESS,Shape__Area,Shape__Length,TRAIL_NAME,PARK_NAME,MILEAGE,TRAIL_DIFFICULTY_RATING,MILEAGE_ROUNDED,USER_TYPE,iff_reclass,Shape_Length,Shape_Area
288,Polygon ZM,1,56,140,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664, ,Pine Valley Ranch Park,0.013446,Least Difficult,0.01,Multi-Use,Least Difficult,70.995085,38414278.47
289,Polygon ZM,1,56,186,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,North Fork View Trail,Pine Valley Ranch Park,0.449764,Least Difficult,0.4,Hiker Only,Least Difficult,2374.751801,38414278.47
290,Polygon ZM,1,56,198,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,Shelter Trail,Pine Valley Ranch Park,0.02252,Least Difficult,0.02,Multi-Use,Least Difficult,118.904526,38414278.47
291,Polygon ZM,1,56,209,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,Star View Trail,Pine Valley Ranch Park,0.320504,More Difficult,0.3,Multi-Use,More Difficult,1692.260392,38414278.47
292,Polygon ZM,1,56,223,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,Pine Lake Loop,Pine Valley Ranch Park,0.04573,Least Difficult,0.05,Multi-Use,Least Difficult,241.456355,38414278.47
293,Polygon ZM,1,56,230,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,Pine Lake Loop,Pine Valley Ranch Park,0.048342,Least Difficult,0.05,Multi-Use,Least Difficult,255.247609,38414278.47
294,Polygon ZM,1,56,233,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,Pine Lake Loop,Pine Valley Ranch Park,0.058789,Least Difficult,0.1,Hiker Only,Least Difficult,310.408459,38414278.47
295,Polygon ZM,1,56,241,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,Pine Lake Loop,Pine Valley Ranch Park,0.54279,Least Difficult,0.5,Hiker Only,Least Difficult,2865.933112,38414278.47
296,Polygon ZM,1,56,247,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,Pine Lake Loop,Pine Valley Ranch Park,0.097937,Least Difficult,0.1,Hiker Only,Least Difficult,517.104838,38414278.47
297,Polygon ZM,1,56,250,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,Narrow Gauge Trail,Pine Valley Ranch Park,0.554203,Least Difficult,0.6,Multi-Use,Least Difficult,2926.191568,38414278.47
298,Polygon ZM,1,56,252,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,Pine Lake Loop,Pine Valley Ranch Park,0.020891,Least Difficult,0.02,Hiker Only,Least Difficult,110.30699,38414278.47
299,Polygon ZM,1,56,259,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,Narrow Gauge Trail,Pine Valley Ranch Park,0.682055,Least Difficult,0.7,Multi-Use,Least Difficult,3601.251915,38414278.47
300,Polygon ZM,1,56,273,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,Narrow Gauge Trail,Pine Valley Ranch Park,0.427825,Least Difficult,0.4,Multi-Use,Least Difficult,2258.918299,38414278.47
301,Polygon ZM,1,56,274,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,Narrow Gauge Trail,Pine Valley Ranch Park,0.334288,Least Difficult,0.3,Multi-Use,Least Difficult,1765.038468,38414278.47
302,Polygon ZM,1,56,510,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,<Null>,Pine Valley Ranch Park,0.016082,Least Difficult,0.02,Multi-Use,Least Difficult,84.912123,38414278.47
303,Polygon ZM,1,56,511,Pine Valley Ranch Park,881.874016,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,38414278.47,29194.80664,<Null>,Pine Valley Ranch Park,0.01294,Least Difficult,0.01,Hiker Only,Least Difficult,68.321475,38414278.47
383,Polygon ZM,1,101,18,Reynolds Park,0.413792,Peaks,Jeffco Open Space/Denver Water Board,Denver Water Board,Licensed to Jeffco Open Space,Leased/Licensed to JCOS Park (no label),Public Access,<Null>,18024.7002,741.905064,North Fork Trail,Reynolds Park,8.411799,More Difficult,8.4,Multi-Use,More Difficult,44414.29636,18024.70081
423,Polygon ZM,1,134,2,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Eagle's View Trail,Reynolds Park,2.25649,More Difficult,2.3,Hiker/Equestrian Only,More Difficult,11914.26718,89057087.03
424,Polygon ZM,1,134,3,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275, ,Reynolds Park,0.010227,N/A,0.01,Multi-Use,N/A,53.996027,89057087.03
425,Polygon ZM,1,134,4,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275, ,Reynolds Park,0.028549,Least Difficult,0.03,Hiker/Equestrian Only,Least Difficult,150.736889,89057087.03
426,Polygon ZM,1,134,18,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,North Fork Trail,Reynolds Park,8.411799,More Difficult,8.4,Multi-Use,More Difficult,44414.29636,89057087.03
427,Polygon ZM,1,134,89,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275, ,Reynolds Park,0.085775,N/A,0.1,Multi-Use,N/A,452.891297,89057087.03
428,Polygon ZM,1,134,90,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275, ,Reynolds Park,0.08518,N/A,0.1,Multi-Use,N/A,449.750038,89057087.03
429,Polygon ZM,1,134,91,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275, ,Reynolds Park,0.021443,N/A,0.02,Multi-Use,N/A,113.221495,89057087.03
430,Polygon ZM,1,134,104,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Songbird Trail,Reynolds Park,0.516196,Least Difficult,0.5,Hiker/Equestrian Only,Least Difficult,2725.514663,89057087.03
431,Polygon ZM,1,134,176,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275, ,Reynolds Park,0.049757,N/A,0.05,Multi-Use,N/A,262.719527,89057087.03
432,Polygon ZM,1,134,180,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275, ,Reynolds Park,0.057784,Least Difficult,0.1,Hiker/Equestrian Only,Least Difficult,305.098357,89057087.03
433,Polygon ZM,1,134,202,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Oxen Draw Trail,Reynolds Park,0.616677,More Difficult,0.6,Hiker/Equestrian Only,More Difficult,3256.054935,89057087.03
434,Polygon ZM,1,134,207,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Raven's Roost Trail,Reynolds Park,0.575274,More Difficult,0.6,Hiker/Equestrian Only,More Difficult,3037.447314,89057087.03
435,Polygon ZM,1,134,236,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Raven's Roost Trail,Reynolds Park,0.340718,More Difficult,0.3,Hiker/Equestrian Only,More Difficult,1798.989353,89057087.03
436,Polygon ZM,1,134,242,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Oxen Draw Trail,Reynolds Park,0.096925,More Difficult,0.1,Hiker/Equestrian Only,More Difficult,511.765159,89057087.03
437,Polygon ZM,1,134,243,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Oxen Draw Trail,Reynolds Park,0.054497,More Difficult,0.1,Hiker/Equestrian Only,More Difficult,287.745165,89057087.03
438,Polygon ZM,1,134,272,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,North Fork Trail,Reynolds Park,0.931021,More Difficult,0.9,Multi-Use,More Difficult,4915.79289,89057087.03
439,Polygon ZM,1,134,326,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Hummingbird Trail,Reynolds Park,0.574435,More Difficult,0.6,Multi-Use,More Difficult,3033.019088,89057087.03
440,Polygon ZM,1,134,332,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Elkhorn Trail,Reynolds Park,0.272085,More Difficult,0.3,Hiker/Equestrian Only,More Difficult,1436.608205,89057087.03
441,Polygon ZM,1,134,344,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Elkhorn Trail,Reynolds Park,0.073481,Least Difficult,0.1,Hiker/Equestrian Only,Least Difficult,387.981324,89057087.03
442,Polygon ZM,1,134,361,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Elkhorn Trail,Reynolds Park,0.33078,Least Difficult,0.3,Hiker/Equestrian Only,Least Difficult,1746.515756,89057087.03
443,Polygon ZM,1,134,362,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Elkhorn Trail,Reynolds Park,0.234902,More Difficult,0.2,Hiker/Equestrian Only,More Difficult,1240.280603,89057087.03
444,Polygon ZM,1,134,371,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Chickadee Trail,Reynolds Park,0.118442,Least Difficult,0.1,Multi-Use,Least Difficult,625.374356,89057087.03
445,Polygon ZM,1,134,378,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Chickadee Trail,Reynolds Park,0.042677,N/A,0.04,Multi-Use,N/A,225.332253,89057087.03
446,Polygon ZM,1,134,383,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Chickadee Trail,Reynolds Park,0.51077,More Difficult,0.5,Multi-Use,More Difficult,2696.865706,89057087.03
447,Polygon ZM,1,134,519,Reynolds Park,2044.47797,Peaks,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,89057087.02,77810.01275,Hummingbird Trail,Reynolds Park,0.746002,More Difficult,0.7,Multi-Use,More Difficult,3938.892389,89057087.03
304,Polygon ZM,1,58,71,South Table Mountain Park,83.033556,Mesas,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,3616927.239,8435.504971,Ancient Palms Trail,South Table Mountain Park,1.010351,More Difficult,1,Multi-Use,More Difficult,5334.654419,3616927.237
305,Polygon ZM,1,58,107,South Table Mountain Park,83.033556,Mesas,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,3616927.239,8435.504971,Tertiary Trail,South Table Mountain Park,0.509793,More Difficult,0.5,Multi-Use,More Difficult,2691.707438,3616927.237
306,Polygon ZM,1,58,377,South Table Mountain Park,83.033556,Mesas,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,3616927.239,8435.504971,Basalt Cap Loop,South Table Mountain Park,0.553983,Least Difficult,0.6,Multi-Use,Least Difficult,2925.027724,3616927.237
307,Polygon ZM,1,58,387,South Table Mountain Park,83.033556,Mesas,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,3616927.239,8435.504971,Basalt Cap Loop,South Table Mountain Park,0.617875,Least Difficult,0.6,Multi-Use,Least Difficult,3262.382178,3616927.237
308,Polygon ZM,1,58,403,South Table Mountain Park,83.033556,Mesas,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park,Public Access,<Null>,3616927.239,8435.504971,<Null>,South Table Mountain Park,0.045819,N/A,0.05,Multi-Use,N/A,241.922478,3616927.237
95,Polygon ZM,1,41,71,South Table Mountain Park Conservation Easement,442.278922,Mesas,Jeffco Open Space,SLB/US Dpt. Energy,Jeffco Open Space Conservation Easement,JCOS CE,Public Access,<Null>,19265603.98,31137.38462,Ancient Palms Trail,South Table Mountain Park,1.010351,More Difficult,1,Multi-Use,More Difficult,5334.654419,19265603.97
96,Polygon ZM,1,41,107,South Table Mountain Park Conservation Easement,442.278922,Mesas,Jeffco Open Space,SLB/US Dpt. Energy,Jeffco Open Space Conservation Easement,JCOS CE,Public Access,<Null>,19265603.98,31137.38462,Tertiary Trail,South Table Mountain Park,0.509793,More Difficult,0.5,Multi-Use,More Difficult,2691.707438,19265603.97
97,Polygon ZM,1,41,368,South Table Mountain Park Conservation Easement,442.278922,Mesas,Jeffco Open Space,SLB/US Dpt. Energy,Jeffco Open Space Conservation Easement,JCOS CE,Public Access,<Null>,19265603.98,31137.38462,Cretaceous Trail,South Table Mountain Park,0.683692,Least Difficult,0.7,Multi-Use,Least Difficult,3609.892376,19265603.97
98,Polygon ZM,1,41,369,South Table Mountain Park Conservation Easement,442.278922,Mesas,Jeffco Open Space,SLB/US Dpt. Energy,Jeffco Open Space Conservation Easement,JCOS CE,Public Access,<Null>,19265603.98,31137.38462,Cretaceous Trail,South Table Mountain Park,0.55778,More Difficult,0.6,Multi-Use,More Difficult,2945.080868,19265603.97
99,Polygon ZM,1,41,377,South Table Mountain Park Conservation Easement,442.278922,Mesas,Jeffco Open Space,SLB/US Dpt. Energy,Jeffco Open Space Conservation Easement,JCOS CE,Public Access,<Null>,19265603.98,31137.38462,Basalt Cap Loop,South Table Mountain Park,0.553983,Least Difficult,0.6,Multi-Use,Least Difficult,2925.027724,19265603.97
100,Polygon ZM,1,41,387,South Table Mountain Park Conservation Easement,442.278922,Mesas,Jeffco Open Space,SLB/US Dpt. Energy,Jeffco Open Space Conservation Easement,JCOS CE,Public Access,<Null>,19265603.98,31137.38462,Basalt Cap Loop,South Table Mountain Park,0.617875,Least Difficult,0.6,Multi-Use,Least Difficult,3262.382178,19265603.97
101,Polygon ZM,1,41,402,South Table Mountain Park Conservation Easement,442.278922,Mesas,Jeffco Open Space,SLB/US Dpt. Energy,Jeffco Open Space Conservation Easement,JCOS CE,Public Access,<Null>,19265603.98,31137.38462,Basalt Cap Loop,South Table Mountain Park,0.249369,Least Difficult,0.2,Multi-Use,Least Difficult,1316.667691,19265603.97
102,Polygon ZM,1,41,404,South Table Mountain Park Conservation Easement,442.278922,Mesas,Jeffco Open Space,SLB/US Dpt. Energy,Jeffco Open Space Conservation Easement,JCOS CE,Public Access,<Null>,19265603.98,31137.38462,<Null>,South Table Mountain Park,0.057846,Least Difficult,0.1,Multi-Use,Least Difficult,305.427691,19265603.97
103,Polygon ZM,1,41,405,South Table Mountain Park Conservation Easement,442.278922,Mesas,Jeffco Open Space,SLB/US Dpt. Energy,Jeffco Open Space Conservation Easement,JCOS CE,Public Access,<Null>,19265603.98,31137.38462,<Null>,South Table Mountain Park,0.054568,Least Difficult,0.1,Multi-Use,Least Difficult,288.121311,19265603.97
104,Polygon ZM,1,41,406,South Table Mountain Park Conservation Easement,442.278922,Mesas,Jeffco Open Space,SLB/US Dpt. Energy,Jeffco Open Space Conservation Easement,JCOS CE,Public Access,<Null>,19265603.98,31137.38462,<Null>,South Table Mountain Park,0.033734,N/A,0.03,Multi-Use,N/A,178.113588,19265603.97
309,Polygon ZM,1,61,47,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155,Jimmy Go Trail,Van Bibber Park,0.283318,Least Difficult,0.3,Multi-Use,Least Difficult,1495.92047,7166107.9
310,Polygon ZM,1,61,86,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.027517,Least Difficult,0.03,Multi-Use,Least Difficult,145.288753,7166107.9
311,Polygon ZM,1,61,102,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.514623,Least Difficult,0.5,Multi-Use,Least Difficult,2717.211893,7166107.9
312,Polygon ZM,1,61,106,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.022693,Least Difficult,0.02,Multi-Use,Least Difficult,119.820594,7166107.9
313,Polygon ZM,1,61,108,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.173062,Least Difficult,0.2,Multi-Use,Least Difficult,913.767921,7166107.9
314,Polygon ZM,1,61,151,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.101801,Least Difficult,0.1,Multi-Use,Least Difficult,537.508407,7166107.9
315,Polygon ZM,1,61,163,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.047912,Least Difficult,0.05,Multi-Use,Least Difficult,252.976832,7166107.9
316,Polygon ZM,1,61,164,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.088588,Least Difficult,0.1,Multi-Use,Least Difficult,467.743901,7166107.9
317,Polygon ZM,1,61,165,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.037598,Least Difficult,0.04,Multi-Use,Least Difficult,198.520003,7166107.9
318,Polygon ZM,1,61,166,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.017308,Least Difficult,0.02,Multi-Use,Least Difficult,91.385975,7166107.9
319,Polygon ZM,1,61,167,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.014387,Least Difficult,0.01,Multi-Use,Least Difficult,75.961429,7166107.9
320,Polygon ZM,1,61,168,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.030571,Least Difficult,0.03,Multi-Use,Least Difficult,161.412874,7166107.9
321,Polygon ZM,1,61,177,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.068076,Least Difficult,0.1,Multi-Use,Least Difficult,359.439232,7166107.9
322,Polygon ZM,1,61,178,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.942554,Least Difficult,0.9,Multi-Use,Least Difficult,4976.684595,7166107.9
323,Polygon ZM,1,61,179,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.391834,Least Difficult,0.4,Multi-Use,Least Difficult,2068.882435,7166107.9
324,Polygon ZM,1,61,210,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.255292,Least Difficult,0.3,Multi-Use,Least Difficult,1347.940778,7166107.9
325,Polygon ZM,1,61,211,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.080489,Least Difficult,0.1,Multi-Use,Least Difficult,424.982722,7166107.9
326,Polygon ZM,1,61,212,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.116507,Least Difficult,0.1,Multi-Use,Least Difficult,615.155094,7166107.9
327,Polygon ZM,1,61,266,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.006314,Least Difficult,0.01,Multi-Use,Least Difficult,33.339658,7166107.9
328,Polygon ZM,1,61,282,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.077657,Least Difficult,0.1,Multi-Use,Least Difficult,410.028069,7166107.9
329,Polygon ZM,1,61,284,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber Park,0.02082,Least Difficult,0.02,Multi-Use,Least Difficult,109.930096,7166107.9
330,Polygon ZM,1,61,285,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155,<Null>,Van Bibber Park,0.019202,Least Difficult,0.02,Multi-Use,Least Difficult,101.386848,7166107.9
331,Polygon ZM,1,61,292,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155,Van Bibber Creek Trail,Van Bibber Park,0.149758,Least Difficult,0.1,Multi-Use,Least Difficult,790.724437,7166107.9
332,Polygon ZM,1,61,298,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155,Van Bibber Creek Trail,Van Bibber Park,0.122277,Least Difficult,0.1,Multi-Use,Least Difficult,645.624611,7166107.9
333,Polygon ZM,1,61,299,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155,Van Bibber Creek Trail,Van Bibber Park,1.206738,Least Difficult,1.2,Multi-Use,Least Difficult,6371.577689,7166107.9
334,Polygon ZM,1,61,492,Van Bibber Park,164.512409,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,7166107.908,35789.35155, ,Van Bibber,0.036658,Least Difficult,0.04,Multi-Use,Least Difficult,193.552971,7166107.9
88,Polygon ZM,1,21,30,Welchester Tree Grant Park,19.842444,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,864333.4175,4016.177098, ,Welchester Tree Grant Park,0.176093,Least Difficult,0.2,Multi-Use,Least Difficult,929.772953,864333.4166
89,Polygon ZM,1,21,111,Welchester Tree Grant Park,19.842444,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,864333.4175,4016.177098, ,Welchester Tree Grant Park,0.039835,Least Difficult,0.04,Multi-Use,Least Difficult,210.330998,864333.4166
90,Polygon ZM,1,21,123,Welchester Tree Grant Park,19.842444,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,864333.4175,4016.177098, ,Welchester Tree Grant Park,0.215199,Least Difficult,0.2,Multi-Use,Least Difficult,1136.251269,864333.4166
91,Polygon ZM,1,21,124,Welchester Tree Grant Park,19.842444,Plains,Jeffco Open Space,Jeffco Open Space,Jeffco Open Space Owned,JCOS Park Small,Public Access,<Null>,864333.4175,4016.177098, ,Welchester Tree Grant Park,0.23103,Least Difficult,0.2,Multi-Use,Least Difficult,1219.838967,864333.4166
